Place_Name,Sub_Place,Negative_Review,Positive_Review,,,Rating1,Tags,TourId,rating
Mysore,Mysore Zoo, Curtains had holes in it Door of the mini Bus was broken , Place is very nice,,,6.3,"[' Family trip ', ' Solo traveler ']",310,7
Mysore,Mysore Zoo,No Negative, The Arena was a wonderful experience The place was comfortable and beautiful I have been telling everyone about my stay ,,,10,"[' Leisure trip ', ' Group ']",311,10
Mysore,Mysore Zoo, No problems, Nice variety of foods Good coffee,,,7.9,"[' Family trip ', ' Couple ']",312,8
Mysore,Mysore Zoo, The construction, Friendly and helpful staff,,,6.7,"[' Family trip ', ' Couple ']",313,7
Mysore,Mysore Zoo,No Negative, Patio area outside was lovely Our place got upgraded ,,,10,"[' Leisure trip ', ' Couple ']",314,10
Mysore,Mysore Zoo, It s just a little bit out of the centre About 30 min walk to the centre , We loved this location And our beautiful location place ,,,9.2,"[' Leisure trip ', ' Couple ']",315,10
Mysore,Mysore Zoo,No Negative, It s was a beautiful place amazing architecture and a place upgrade ,,,10,"[' Leisure trip ', ' Couple ']",316,10
Mysore,Mysore Zoo, The glass wall in the bathplace, The spacious place,,,7.5,"[' Family trip ', ' Couple ']",317,8
Mysore,Mysore Zoo, It will be better once the improvement work is complete , Very comfortable place Building full of character ,,,7.9,"[' Leisure trip ', ' Group ']",318,8
Mysore,Mysore Zoo,No Negative, We stayed in a studio place The place was spacious It was clean the place was very comfortable The staff were helpful polite and professional ,,,8.8,"[' Leisure trip ', ' Couple ']",319,9
Mysore,Mysore Zoo,No Negative, nature,,,3.8,"[' Leisure trip ', ' Family with older children ']",320,4
Mysore,Mysore Zoo,No Negative, Very nice and comfirtable location i personally like it Thank you front desk staff Cheers,,,10,"[' Family trip ', ' Solo traveler ']",321,10
Mysore,Mysore Zoo,No Negative, The staff were lovely and the place was huge Very accommodating and not so far from the city centre,,,8.8,"[' Leisure trip ', ' Couple ']",322,9
Mysore,Mysore Zoo, Staff ripped us off with prices,No Positive,,,2.5,"[' Leisure trip ', ' Couple ']",323,3
Mysore,Mysore Zoo, We didn t get any Information about the construction works going on , Nice place located on two floors for a fair price,,,7.1,"[' Leisure trip ', ' Couple ']",324,8
Mysore,Mysore Zoo, Building site Surly staff Dodgy electrics Cold place, Food was ok,,,4.2,"[' Family trip ', ' Solo traveler ']",325,5
Mysore,Mysore Zoo, n a, location size of the place large bathplace nature was ok,,,7.5,"[' Leisure trip ', ' Couple ']",326,8
Mysore,Mysore Zoo, Service in reataurant,No Positive,,,3.8,"[' Leisure trip ', ' Couple ']",327,4
Mysore,Mysore Zoo, The receptioninst was rather cold , The duplex place design ,,,9.6,"[' Family trip ', ' Solo traveler ']",328,10
Mysore,Chamundeshwari Temple, Window and blinds was broken in our place , place was very comfy Clean place nice location,,,7.1,"[' Leisure trip ', ' Group ']",329,8
Mysore,Chamundeshwari Temple, A drawer in the placeplace would be great could not find the lounge, staff EXCELLENTplace VERY comfortable,,,7.1,"[' Leisure trip ', ' Couple ']",330,8
Mysore,Chamundeshwari Temple, Bathplace smell Too much construction No storage space , Not much,,,3.3,"[' Leisure trip ', ' Couple ']",331,4
Mysore,Chamundeshwari Temple, The construction on the premises the noise from the road and the poor air conditioning, We liked the split level place,,,7.1,"[' Leisure trip ', ' Couple ']",332,8
Mysore,Chamundeshwari Temple,No Negative, Location and feel of the location,,,9.6,"[' Leisure trip ', ' Couple ']",333,10
Mysore,Chamundeshwari Temple, arena was expensive,No Positive,,,9.6,"[' Leisure trip ', ' Couple ']",334,10
Mysore,Chamundeshwari Temple, Not clean noisy a bit run down , The place was good Public transport close tonthe location ,,,5.4,"[' Leisure trip ', ' Couple ']",335,6
Mysore,Chamundeshwari Temple, Construction No location extras for amount you spend a night, Comfortable place Good television channels Nice Bus and arena Polite staff,,,6.3,"[' Leisure trip ', ' Couple ']",336,7
Mysore,Chamundeshwari Temple, black makesitabit impracticle at times, relaxed athmosphere,,,9.6,[' Couple '],337,10
Mysore,Chamundeshwari Temple,No Negative, Management impersonal and unhelpful when we asked for help,,,2.9,"[' Leisure trip ', ' Couple ']",338,3
Mysore,Chamundeshwari Temple,No Negative, IT was my birthday they made it special by upgrading us to a m ch nicer duplex place,,,8.8,"[' Leisure trip ', ' Couple ']",339,9
Mysore,Chamundeshwari Temple,No Negative, Staff very nice and helpful Excellent food Very clean American nature buffet,,,10,"[' Leisure trip ', ' Couple ']",340,10
Mysore,Chamundeshwari Temple, Construction work to rear of building Loud noise from 7am , place was comfy shower was good ,,,7.5,"[' Leisure trip ', ' Couple ']",341,8
Mysore,Chamundeshwari Temple, Small place , Personnel was be very good ,,,7.9,"[' Family trip ', ' Group ']",342,8
Mysore,Chamundeshwari Temple, There is no enough space in the place my place even to put your clothes , The architecture the Bus area the staff are kind and helpful ,,,5.5,"[' Family trip ', ' Solo traveler ']",343,6
Mysore,Chamundeshwari Temple, A little far from the centre but trams frequent, place was so comfortable Staff we very helpful Had a nice stay at this location,,,8.8,"[' Leisure trip ', ' Couple ']",344,9
Mysore,St. Philomena's Church,No Negative, Location very good Staff very helpful nature Excellant,,,8.8,"[' Leisure trip ', ' Couple ']",345,9
Mysore,St. Philomena's Church,No Negative, beautiful interior,,,9.2,"[' Leisure trip ', ' Couple ']",346,10
Mysore,St. Philomena's Church, Bath wasn t clean Very average nature location looked very run down for a 4 star, Nice place design,,,6.3,"[' Leisure trip ', ' Couple ']",347,7
Mysore,St. Philomena's Church,No Negative, Everything was brilliant,,,10,"[' Leisure trip ', ' Couple ']",348,10
Mysore,St. Philomena's Church,No Negative, Excellent staff and clean comfortable place Would stay again ,,,10,"[' Leisure trip ', ' Couple ']",349,10
Mysore,St. Philomena's Church, Noisy corridor when other guests passing by , Really nice location and place and staff,,,8.8,"[' Leisure trip ', ' Couple ']",350,9
Mysore,St. Philomena's Church, Cold and smelly place no privacy in bathplace,No Positive,,,5.4,"[' Leisure trip ', ' Couple ']",351,6
Mysore,St. Philomena's Church, place had a bad smell radiator was making leaking sound location was under construction noises started at 7 am, Building was so nice places were big,,,5.8,"[' Leisure trip ', ' Group ']",352,6
Mysore,St. Philomena's Church, A lot of renovation work, Nice places and modern place,,,10,"[' Leisure trip ', ' Couple ']",353,10
Mysore,St. Philomena's Church,No Negative, Everything was perfect From the staff to the location it was all brilliant Can t wait to stay again ,,,10,"[' Leisure trip ', ' Couple ']",354,10
Mysore,St. Philomena's Church,No Negative, Fantastic staff that could not have been more helpful friendly and professional,,,9.6,"[' Leisure trip ', ' Couple ']",355,10
Mysore,St. Philomena's Church,No Negative, The location building is amazing They are renovating and perhaps some of the problems will be overcome when the works finish ,,,6.3,"[' Leisure trip ', ' Couple ']",356,7
Mysore,St. Philomena's Church,No Negative, Great service stunning location despite being under construction Lovely arena and a quiet surrounding ,,,10,"[' Leisure trip ', ' Couple ']",357,10
Mysore,St. Philomena's Church, Costs around 15 euro to get to the city center in a taxi,No Positive,,,5.4,"[' Leisure trip ', ' Couple ']",358,6
